Supermercado,Fecha_extraccion,Categoria,Articulo,Precio
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS RELLENA C/ATUN 5.25OZ,230.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS RELLENA C/PASTA DE ANCHOA,210.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS RELLENAS DE JAMON 12/5.25,210.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS RELLENAS DE QUESO 5.25 OZ,230.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACETIUNAS MANZ. RELLENA 3/4 OZ,115.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO C/AZAFRAN 16.5 OZ,245.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO C/NARANJA 16.5 OZ,195.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO C/PIMIENTA 16.5 OZ,175.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO EN POLVO ADOBO C/AZAFRAN 8 OZ,140.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO EN POLVO C/PIMIENTA 12 OZ,130.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO EN POLVO COMINO 12 OZ,130.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO EN POLVO NARANJA 8 OZ,105.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO EN POLVO S/PIMIENTA 12 OZ,130.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO LIGHT C/PIMIENTA 8 OZ,115.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ADOBO SIN PIMIENTA 16.5 OZ,165.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA AGUA DE COCO 17.6 OZ,130.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA AJO EN POLVO 3/5 OZ,155.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRADOS 1/4 OZ,100.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRADOS 2 OZ.,85.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRADOS C/PIMIENTO 8 OZ,120.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRAS CAPOTES 3.25 OZ,145.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRAS CAPOTES 4.25 OZ,180.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ARROZ BROWN RICE 8/5LB,295.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ATUN EN ACEITE 5.82 OZ.,175.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ATUN EN AGUA 5.82 OZ,175.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA BCOS CANNELLINI 15.5 OZ,80.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CARNED BEEF 12 OZ,325.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CEBOLLA EN POLVO 6.75 OZ,230.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CHERRIES 6 OZ,120.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CONSERVA DE FRESA 15 OZ,235.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CONSERVA PINA 15 OZ,175.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CREMA DE COCO 15 OZ,140.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CUBITOS EN POLVO 7.05 OZ,185.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA DOBO CON CULANTRO Y ACHIOTE 8 OZ,105.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ESPARRAGOS BLANCOS LARGO 12 OZ,215.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ESPARRAGOS VERDES 12 OZ,215.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FLAN 4 OZ,46.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FLAN CON CARAMELO 5.5 OZ,56.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FLAN DE COCO (TEMBLEQUE) 3.35 OZ,34.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FRIJOLES COLORADOS ORGANICOS 15.5 O,90.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FRIJOLES NEGROS ORGANICOS,90.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GANDULES VERDES BAJO EN SODIO 15 OZ,105.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS 10.5 OZ,47.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS 15 OZ,95.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS 15.5 OZ A/FACIL,80.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS 24/8OZ,42.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS EN AGUA Y SAL 29OZ 2419,150.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GRANOS GUISADO HAB. COLORADAS 29 OZ,160.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GRANOS GUISADOS HAB. ROSADAS 29 OZ,160.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GRANOS ROMANAS HABICHUELAS R/2483,125.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GRANOS S. PINTO,100.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GUANDULES SECOS 24/15.5 OZ,85.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GUANDULES VERDES 29 OZ,220.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GUANDULES VERDES C/COCO 15.5 OZ,125.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GUANDULES VERDES C/COCO 29 OZ,265.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GUANDULES VERDES GUISADOS 15 OZ,110.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GUISADOS FRIJOLES CHARROS 15 OZ,90.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GUISANTES Y ZANAHORIAS 15 OZ,115.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GUISANTES Y ZANAHORIAS 8 OZ,75.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. BLANCAS 10.5 OZ,75.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. BLANCAS 15 OZ,100.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. NEGRAS 10.5 OZ,55.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. NEGRAS 15 OZ,85.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. NEGRAS 29 OZ,150.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. ROJAS KIDNEY 29 OZ,150.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. ROSADAS 10.5 OZ,70.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. ROSADAS 15 OZ.,105.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. ROSADAS 29 OZ,150.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. TIERNAS CORTADAS VAINITAS 8 OZ,65.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. TIERNAS REBANADAS 8 OZ,70.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABAS LIMA VERDE 15 OZ,120.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABICHUELAS BLANCAS 15.5 OZ,80.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABICHUELAS NEGRAS 15.5 OZ,75.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABICHUELAS PINTAS 15.5 OZ,80.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABICHUELAS ROJAS GUISADAS 15 OZ,75.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABICHUELAS ROJAS KIDNEY 24/16OZ,110.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABICHUELAS ROJAS RED KINEY 15.5 OZ,70.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABICHUELAS ROMANAS 15.5 OZ,80.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABICHUELAS ROSADAS 15 OZ,80.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HABICUELAS NEGRAS B/SODIO 15 OZ,90.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HARINA AMARILLA MASAREPA 24 OZ,85.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HARINA AMARILLA MASAREPA 35OZ,120.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HARINA BLANCA MASAREPA 24 OZ,90.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HARINA BLANCA MASAREPA 35 OZ,130.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HARINA BLANCA MASAREPA 5 LB,285.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HARINA DE MAIZ AMARILLA FINA 12 OZ,25.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HONGOS ENTEROS (CHAMPINONES) 4 OZ,120.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HONGOS REBANADOS (CHAMPINONES) 4 OZ,150.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA JALEA DE UVA 15 OZ,170.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA JAMON COCINADO 16 OZ,360.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA JUGO DE LIMON 32 OZ,125.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA JUGO DE LIMON 8 OZ,50.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA JUGO DE LIMON VERDE 32OZ,125.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA KETCHUP 20 OZ,155.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA LUNCHEON MEAT 12 OZ,230.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MAIZ EN CREMA 8.5 OZ,70.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MAIZ EN GRANO 15.25 OZ,90.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MAIZ EN GRANO 8 OZ,60.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MAJARETE DE ARROZ 3.25 OZ,35.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MELOCOTONES MITADES 29 OZ,240.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MELOCOTONES REBANADOS 15 OZ,145.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MERMELADA GUAYABA 15 OZ,120.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MERMELADA MARACUYA 15 OZ,170.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MOJO CRIOLLO 12 OZ,70.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA MOJO CRIOLLO 24 OZ,110.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA NARANJA AGRIA 12 OZ,85.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA NARANJA AGRIA 24 OZ,135.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA NATILLA CS. 3.25 OZ,34.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA PASTA DE GUAYABA 21 OZ,165.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA PASTA GUAYABA (TARRO) 11 OZ,100.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA PASTA GUAYABA CELOFAN 14 OZ,100.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA PETIT POIS (SWEAT PEAS) 15 OZ,105.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA PETIT POIS (SWEET PEAS) 8 OZ,70.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA PINA EN TROZOS 20 OZ,185.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA PUDIN DE CHOCOLATE 3.5 OZ,53.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA RECAITO 6 OZ,100.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA RED KIDNEY BAJO SAL 15 OZ,90.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA REMOLACHA EN RODAJAS 15 OZ,105.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA REMOLACHA EN TAJADAS 8.25 OZ,75.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALCHICHAS VIENNA POLLO 4.6 OZ,95.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA DE CHIMICHURRI 7.5 OZ,110.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA DE TOMATE 29 OZ,165.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA DE TOMATE 8 OZ,47.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA PICANTE 12 OZ,140.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA PICANTE 6 OZ,80.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA SALSA PICANTE 3 OZ,53.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON AZAFRAN 1.41 OZ,85.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON CON AZAFRAN 0.88 OZ,43.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON CON AZAFRAN 3.52 OZ,195.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON CON CULANTRO Y ACHIOTE 3.52 0,195.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON CUL/ACH 1.41 OZ,95.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON CULANTRO Y ACHIOTE 0.88 OZ,43.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON LIQUIDO 15 OZ,80.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON LIQUIDO 30 OZ,140.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZONADOR TOTAL 5.5OZ,135.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZONADOR TOTAL 11 OZ,250.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SOFRITO 6 OZ,100.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA TOMATES MOLIDOS GOYA 15 OZ,105.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA TOMATES TROZOS 14.5 OZ,105.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA VAINITAS REBANADAS (FRENCH STYLE) 1,95.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA VEGETALES MIXTOS 8.25 OZ,80.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA VEGETALES MIXTOS C/PAPA 14.90 OZ,95.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA VEGETALES MIXTOS C/PAPA 8 OZ,70.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA VINAGRE BLANCO 12/32 OZ,115.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA VINAGRE BLANCO 16 OZ,70.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA VINAGRE DE MANZANA 16 OZ,100.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA VINAGRE DE MANZANA 32 OZ,170.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA ZANAHORIAS REBANADAS 14.5 OZ,95.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA ZANAHORIAS REBANADAS 8 OZ,65.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GRAGEAS DE COLORES /500G #LSC-00045,275.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GRANO DE ORO HARINA EXTRA GRUESA 14 OZ,32.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GRANOS CHICHAROS 16 OZ 1 LB,80.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GRANOS GUISADOS FRIJOLES DE OLLA GOYA 12,90.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GUANDULES VERDES C/COCO GOYA 8 OZ,85.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GUANDULES VERDES GOYA 15 OZ,105.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GUANDULES VERDES GOYA 8 OZ,65.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GUARINA GALLETA DE LECHE 1X48X45GR,12.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GUARINA GALLETAS DE LECHE 227 GR,51.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GUARINA SALADITAS GALLETAS 12 UD,59.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GUARINA SANDWICH VAINILLA,90.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GUINEO AMARILLO LB,23.0
IBERIA,03-09-2025 17:49:52,Abarrotes,GUINEO VERDE,5.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HAB NEGRA CON COCO LA FAMOSA 1KILO REF,230.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HAB ROJA CON COCO LA FAMOSA 1KILO REF 1,230.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABICHUELA NEGRA VICTORINA 15 OZ,65.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABICHUELAS BLANCAS DON ROD. 800GR,145.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABICHUELAS BLANCAS PEQUEÑAS /16OZ,115.0
IBERIA,03-09-2025 17:49:52,Abarrotes,Habichuelas Blancas Victorina 15 Oz,70.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABICHUELAS COLORADAS GOYA 8 OZ,42.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABICHUELAS COLORADAS PEQUEÑA GOYA / 16,90.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABICHUELAS JACOMELO DON RODRIGO 800G,160.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABICHUELAS LARGAS DON RODRIGO 800 GM,170.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABICHUELAS NEGRAS DON RODRIGO 30/800GMS,120.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABICHUELAS PINTAS CON COCO LA FAMOSA /1,130.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABLA DE LA TIERRA VINO TINTO 75 CL,695.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HABLA DEL SILENCIO VINO TINTO 75 CL,985.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HARBOE HYPERMALT IMPORTED LATA 330 ML,47.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HARINA D/MAIZ EXTRA FINA GOYA 12/1,115.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HARINA DE ALMENDRA 12 OZ 12/1,535.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HARINA DE BATATA 12 OZ,300.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HARINA DE GUINEO 12 OZ (12/1),285.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HARINA DE MAIZ MAZORCA 397GRS,25.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HARINA MAIZ INTEGRAL PROEDEN 12OZ,50.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HARINA MAZORCA CON FIBRA 40/400GR,43.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HATUEY GALLETA DE SODA 10PACK/315G,100.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HATUEY GALLETA SODA SALTINA 20UD,165.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HATUEY GALLETAS HONEY GRAHAM,100.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HEINZ KETCHUP FLEX 198 G,59.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HEINZ KETCHUP REGULAR FLEX 14 OZ,100.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HEINZ MOSTAZA YELLOW (ENV.PLASTICO) 14 O,310.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HEINZ VINAGRE APPLE CIDER 16 OZ,210.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HEINZ VINAGRE APPLE CIDER 32 OZ,395.0
IBERIA,03-09-2025 17:49:52,Abarrotes,HEINZ VINAGRE BLANCO 16 OZ,175.0
IBERIA,03-09-2025 18:01:08,Abarrotes,HEINZ VINAGRE BLANCO 32 OZ,270.0
IBERIA,03-09-2025 18:01:08,Abarrotes,HELLMANN S MAYONESA 15 OZ,195.0
IBERIA,03-09-2025 18:01:08,Abarrotes,HELLMANNS MAYONNAISE LIGHT 12X15OZ,135.0
IBERIA,03-09-2025 18:01:08,Abarrotes,HERAS CORDON VINO RESERVA RIOJA 0.75L,1200.0
IBERIA,03-09-2025 18:01:08,Abarrotes,HERAS CORDON VINO TINTO RIOJA 750 ML,850.0
IBERIA,03-09-2025 18:01:08,Abarrotes,HERSHEYS CARAMEL SYRUP 22 OZ,320.0
IBERIA,03-09-2025 18:01:08,Abarrotes,HERSHEYS CHOCO SYRUP 24 OZ,315.0
IBERIA,03-09-2025 18:01:08,Abarrotes,HERSHEYS STRAWBERRY SYRUP 22 OZ,310.0
IBERIA,03-09-2025 18:01:08,Abarrotes,HUNTS SALSA BBQ ORIGINAL REF:S58403,150.0
IBERIA,03-09-2025 18:01:08,Abarrotes,IBERIA ARROZ BASICO 10 LB,345.0
IBERIA,03-09-2025 18:01:08,Abarrotes,IBERIA ARROZ SELECTO 10 LB,385.0
IBERIA,03-09-2025 18:01:08,Abarrotes,INDUVECA SALCHICHAS VIENA SABROSA 5 OZ #,42.0
IBERIA,03-09-2025 18:01:08,Abarrotes,INFUSION FRUTAS TROP/FRUTOS DEL BOSQUE 1,270.0
IBERIA,03-09-2025 18:01:08,Abarrotes,ISOMIL NO. 1 POLVO /400 GRS,955.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JABÓN HENO DE PRAVIA 150 GR,155.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JABON LIQUIDO CUABA DE PRIMERA 2 LT,165.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JABON PROTEX 3 PACK 110G OATS,175.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JABÓN PROTEX BALANCE 3PACK,175.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JABON PROTEX COMPLETE 12 3PACK,105.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JAJA GUANDULES VERDES 15 OZ,105.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JAJA GUANDULES VERDES 8 OZ,56.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JAJA GUANDULES VERDES C/COCO 15 OZ,125.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JAJA GUANDULES VERDES C/COCO 24/8OZ,80.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JAJA HABICHUELA ROJAS 15 OZ,85.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JAJA HABICHUELAS NEGRAS 15 OZ,85.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JAJA MAIZ DULCE 8 OZ,56.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JAJA MAIZ DULCE EN GRANO 15 OZ,80.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JAJA SALCHICHAS DE PAVO 5 OZ,48.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JOHNNIE WALKER BLACK LABEL 75 CL,2050.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JOHNNIE WALKER GOLD LABEL RESERVE 75 CL,4100.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JUGO MANZANA RICA 1/2 GL,135.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JUGO NARANJA 100% RICA 1/2 GALON,230.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JUGO NARANJA 100% SIN AZUCAR RICA 1/2 GL,270.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JUGO PERA RICA 32 0NZ,75.0
IBERIA,03-09-2025 18:01:08,Abarrotes,JUGO WHITE GRAPE WELCH’S / 64 0Z.,410.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KANNY LECHE EN POLVO FUNDA 1500 GR.,1150.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KANNY LECHE EN POLVO FUNDA 2000 GR.,1150.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KANNY LECHE EN POLVO FUNDA 350 GR.,260.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KANNY LECHE EN POLVO FUNDA 900 GR.,525.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KELLOGGS CORN FLAKES 16X530G MEX,285.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KELLOGGS CORN FLAKES 24/370G 1,240.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KELLOGGS ZUCARITAS 260 GR,205.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KELLOGGS ZUCARITAS 490 GR,295.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KINDER JABON ALOE VERA 75G 4 BARRAS,90.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KINDER JABON MIEL 4UD DE 75G,90.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KINSU SOPA POLLO PICANTE 24/85GR,25.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KINSU SOPAS SABOR VEGETALES 24/85GR,30.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KIWIS LB,195.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT 100% PARMESANO Y ROMANO 8 OZ,565.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT AVOCADO OIL MAYO 12Z,170.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT CREMORA NON DAIRY /11 ONZAS 312 GR,245.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT CREMORA NON DAIRY 22 OZ (624GR),410.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT MACARRONI Y CHEESE 7.25 OZ,95.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT MAYO 12/12OZ #8372,170.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT MAYO 15 OZ,170.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT MAYO 30 OZ,305.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT MAYO WITH OLIVE OIL 12 OZ,175.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT PASTA PARA SANDWICH 12 OZ,200.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT REAL MAYO 8OZ,130.0
IBERIA,03-09-2025 18:01:08,Abarrotes,KRAFT SALSA BBQ ORIGINAL 17.5 R-8337,205.0
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA AJO GRANULADO 50 GR,95.0
